user_id,article_id_BM25,TOP-K_BM25
kropshofer-FALTER_20220309_E639164461,FALTER_20220406_CFF3E4B722,12
kropshofer-FALTER_20220309_E639164461,FALTER_20220720_A728B9AAB6,13
kropshofer-FALTER_20220309_E639164461,FALTER_20220803_8ACD9FFD49,14
kropshofer-FALTER_20220309_E639164461,FALTER_20220713_B6BEB3EB65,15
kropshofer-FALTER_20220323_C821350438,FALTER_20220525_3172E332C8,1
kropshofer-FALTER_20220323_C821350438,FALTER_20220706_8CD3003E2A,2
kropshofer-FALTER_20220323_C821350438,FALTER_20220803_8ACD9FFD49,3
kropshofer-FALTER_20220323_C821350438,FALTER_20220525_ADB5F6032E,4
kropshofer-FALTER_20220323_C821350438,FALTER_20220330_3606FF8067,5
kropshofer-FALTER_20220323_C821350438,FALTER_20220323_5D1785D296,6
kropshofer-FALTER_20220323_C821350438,FALTER_20220831_251E39B516,7
kropshofer-FALTER_20220323_C821350438,FALTER_20220427_F66EC58DD7,8
kropshofer-FALTER_20220323_C821350438,FALTER_20220330_A446D3E324,9
kropshofer-FALTER_20220323_C821350438,FALTER_20220824_695FABC825,10
kropshofer-FALTER_20220323_C821350438,FALTER_20211222_2B06E12923,11
kropshofer-FALTER_20220323_C821350438,FALTER_20220615_6E855F4531,12
kropshofer-FALTER_20220323_C821350438,FALTER_20220302_255A327650,13
kropshofer-FALTER_20220323_C821350438,FALTER_20220427_BA6344656D,14
kropshofer-FALTER_20220323_C821350438,FALTER_20220817_845203A9A2,15
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220831_996BEDEA5E,1
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220216_154FB2A50F,2
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220608_793A4CE426,3
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220504_88561D5AE3,4
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220302_19351A344E,5
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220309_42A389810E,6
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220330_A446D3E324,7
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220518_B804602C3C,8
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220323_A229E0EDC3,9
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220629_2D1EF3F677,10
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220302_672863FB5A,11
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220309_E0E0B5AA9A,12
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220323_B272A60E63,13
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220727_ABE58D8343,14
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220928_B1D3800E23,15
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_D289B7FC25,1
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_70589463B4,2
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_FCEDC85760,3
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_4AAEF01B93,4
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220316_D60200B0E2,5
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220525_52B6E1A964,6
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220309_E0E0B5AA9A,7
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220323_9D2681AD74,8
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220216_154FB2A50F,9
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220803_F2C9E4BA31,10
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220302_19351A344E,11
kropshofer-FALTER_20220330_FA4879964C,FALTER_20221005_CAE3B6980C,12
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220518_B804602C3C,13
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220216_0CFAC71764,14
kropshofer-FALTER_20220330_FA4879964C,FALTER_20221109_F45292DD67,15
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220413_40F8789AE5,1
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220209_A2A33B7FC0,2
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220817_512C1255EC,3
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220302_E77A8F4F19,4
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220406_7C4E975FD1,5
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220907_E1CBB33DF0,6
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220713_587ED9A096,7
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_E7A625F5A8,8
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220309_E0E0B5AA9A,9
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_40076C3AB9,10
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220223_CDDF5A96F6,11
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220831_FF44114BB6,12
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_BA9781D05E,13
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220316_E42C899665,14
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220907_EAC44E3722,15
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220209_A2A33B7FC0,1
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220713_932271D866,2
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220406_7C4E975FD1,3
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221123_3DCE24364C,4
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220126_5FA47BB63A,5
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220622_3C4302B106,6
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221130_3A3FC3C318,7
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220601_76EEAF9C3A,8
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221019_C7B0CE1462,9
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220518_B804602C3C,10
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220928_2319A44747,11
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221207_71DD597266,12
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220427_B1DE446313,13
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220420_E2855BC9AE,14
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220413_EDC7023A23,15
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220601_7BC3AE4477,1
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220713_932271D866,2
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220126_5FA47BB63A,3
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220810_D7C27825B5,4
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220406_7C4E975FD1,5
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220629_37B532B565,6
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220518_B804602C3C,7
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220629_B126BBF5D7,8
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20221123_3DCE24364C,9
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20211222_40076C3AB9,10
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220921_9BA7D24C9B,11
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220601_40BFC237A6,12
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20221130_040A811F32,13
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220615_FAF392ED7C,14
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220302_19351A344E,15
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220216_068423526C,1
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220727_8D8EBD0DAD,2
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220126_7B2AC42DD5,3
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220824_695FABC825,4
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220928_2319A44747,5
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221102_29D4E84CA8,6
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221019_3767944806,7
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220511_749613F802,8
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221116_BE96E2B85C,9
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220831_FF44114BB6,10
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221123_E37E30AD68,11
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221109_F42B34F457,12
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220406_B70E178D0A,13
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220914_5D43F08AA5,14
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220209_A2A33B7FC0,15
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220608_EB939901FB,1
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221019_2725EE6381,2
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20211222_2B06E12923,3
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220713_211D121941,4
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221026_23CFE85FCE,5
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220302_255A327650,6
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221102_D4FD5EB4A6,7
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221123_7534B3DEA3,8
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221005_058AB4AA16,9
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221123_FB5278B53E,10
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220309_C722FFEC5C,11
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221102_B27B31B320,12
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220727_8D8EBD0DAD,13
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220119_3950CABE72,14
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220323_C821350438,15
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220817_2021D97F23,1
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220706_8CD3003E2A,2
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220727_8D8EBD0DAD,3
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221012_3843457417,4
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220824_695FABC825,5
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220525_ADB5F6032E,6
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220126_7B2AC42DD5,7
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220629_2EBEF4C6E2,8
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221026_01ACB03567,9
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220601_DE1BD7F95E,10
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221109_F42B34F457,11
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220518_B804602C3C,12
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220518_223BBE077A,13
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220817_845203A9A2,14
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220928_2319A44747,15
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220727_8D8EBD0DAD,1
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220309_E639164461,2
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220413_40F8789AE5,3
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220209_A2A33B7FC0,4
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220302_255A327650,5
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220504_1D4E1E874B,6
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220817_512C1255EC,7
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220622_3C4302B106,8
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221102_D4FD5EB4A6,9
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220907_E1CBB33DF0,10
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221005_2EBB429619,11
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220518_0208107410,12
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220518_B804602C3C,13
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221019_C7B0CE1462,14
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221019_2725EE6381,15
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220803_F2C9E4BA31,1
kropshofer-FALTER_20220518_B804602C3C,FALTER_20221109_F45292DD67,2
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220302_19351A344E,3
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220323_A229E0EDC3,4
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,5
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220309_54EDF6DE99,6
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,7
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,8
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,9
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,10
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,11
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220921_22135BD9FB,12
kropshofer-FALTER_20220518_B804602C3C,FALTER_20221102_92EEC85C8A,13
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,14
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220309_C7D1CAC2CC,15
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220427_F66EC58DD7,1
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220202_16699E02E8,2
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220601_3B54093F76,3
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220406_0B77A65566,4
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220525_8A632690C8,5
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220126_7B2AC42DD5,6
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20211222_2B06E12923,7
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20211222_40076C3AB9,8
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220615_0680834F09,9
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220921_FEDE27929A,10
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220831_94A149ABB7,11
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220622_BE171859B4,12
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220928_B1D3800E23,13
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220608_EB939901FB,14
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220216_068423526C,15
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220420_68198C494F,1
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220907_E1CBB33DF0,2
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220518_B804602C3C,3
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220713_211D121941,4
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220323_B272A60E63,5
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220209_A2A33B7FC0,6
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220914_05E417EAD8,7
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220316_C33003D020,8
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20211222_40076C3AB9,9
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220622_3C4302B106,10
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220309_E639164461,11
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220713_932271D866,12
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220316_E42C899665,13
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220112_8251F74DB5,14
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220727_8D8EBD0DAD,15
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220112_E00A9069A5,1
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221109_BD80F5AFA7,2
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220907_E1CBB33DF0,3
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221123_FB5278B53E,4
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221019_C7B0CE1462,5
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220216_6AA6C74CE3,6
kropshofer-FALTER_20220608_EB939901FB,FALTER_20211215_AF0C90B712,7
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220504_1D4E1E874B,8
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221005_8731284309,9
kropshofer-FALTER_20220608_EB939901FB,FALTER_20211222_40076C3AB9,10
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220928_B1D3800E23,11
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220518_B804602C3C,12
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220119_3950CABE72,13
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221109_785B539D38,14
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220427_B1DE446313,15
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_62A097197C,1
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220316_2C171D199C,2
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220406_B0F9C3BD78,3
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220216_7565FEF4B8,4
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220914_B55E65AFE0,5
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_BA9781D05E,6
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220706_ECEF13684E,7
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220907_E1CBB33DF0,8
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211215_342F355253,9
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220622_C498E573D8,10
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220119_88BF0DA0BF,11
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220928_2319A44747,12
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_40076C3AB9,13
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20221116_4B7FC2DBDD,14
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220413_3CDF83A3F8,15
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220223_269DAE0D66,1
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220406_EA00DAEC2E,2
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220518_4460B08F42,3
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220309_A08F92CAF9,4
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220921_B6B7C27F2B,5
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220511_71668B1344,6
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220518_4940544DDD,7
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220202_CC707934FF,8
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220209_16A18EC699,9
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220216_1011C22CF7,10
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220817_7B280AF17A,11
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220223_CDDF5A96F6,12
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20211222_40076C3AB9,13
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20221026_792F2C3031,14
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220302_5B02AED7A2,15
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220427_B1DE446313,1
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220817_AB1DD0E2EB,2
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220209_D48F09F14F,3
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220713_1D271A2558,4
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220518_48A2BFD79B,5
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220803_F6FBD645BC,6
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220216_1626608CBE,7
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20211215_118C24829E,8
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220413_EDC7023A23,9
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220713_932271D866,10
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20221005_F1FBF97BE4,11
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220323_C821350438,12
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220622_3C4302B106,13
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220209_1C0C95BDCB,14
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20221012_A5D3BC4BA9,15
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220209_5CA8DCBD6D,1
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220518_4460B08F42,2
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220209_16A18EC699,3
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220511_71668B1344,4
matzinger-FALTER_20220223_269DAE0D66,FALTER_20221026_18EA474D13,5
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220525_276AE25D1D,6
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220202_CC707934FF,7
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220406_EA00DAEC2E,8
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220518_4940544DDD,9
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220216_1011C22CF7,10
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220525_04F1FE7FB2,11
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220921_B6B7C27F2B,12
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220309_A08F92CAF9,13
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220824_56AF6D9EAD,14
matzinger-FALTER_20220223_269DAE0D66,FALTER_20221116_A42AA55DC7,15
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_E7A625F5A8,1
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_FD8F17EAB4,2
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_F82A34E466,3
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_9096D06F90,4
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_CDDF5A96F6,5
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220928_1A92012FF7,6
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220330_73CAF44312,7
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220720_D1344797F8,8
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220112_8EAECAFBBC,9
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220302_9864CDB9D0,10
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211215_4EF6167A2A,11
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_40076C3AB9,12
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220629_3529909DD4,13
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_04EB44E2A2,14
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220216_6AA6C74CE3,15
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220518_B804602C3C,1
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220309_54EDF6DE99,2
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220518_D9551C3082,3
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220302_19351A344E,4
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220406_CFF3E4B722,5
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220928_C7F1FD40C8,6
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_0EFF68E611,7
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220727_ABE58D8343,8
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221102_92EEC85C8A,9
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220126_5FA47BB63A,10
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_75E1D903DF,11
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220824_55B72E76F9,12
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220302_672863FB5A,13
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_2DE8CACFA8,14
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221102_D4FD5EB4A6,15
matzinger-FALTER_20220323_71021BE719,FALTER_20220608_F70F9ED753,1
matzinger-FALTER_20220323_71021BE719,FALTER_20221026_18EA474D13,2
matzinger-FALTER_20220323_71021BE719,FALTER_20221109_F5E4953E67,3
matzinger-FALTER_20220323_71021BE719,FALTER_20220525_276AE25D1D,4
matzinger-FALTER_20220323_71021BE719,FALTER_20221005_77EFA42061,5
matzinger-FALTER_20220323_71021BE719,FALTER_20220223_269DAE0D66,6
matzinger-FALTER_20220323_71021BE719,FALTER_20220316_1D748E9100,7
matzinger-FALTER_20220323_71021BE719,FALTER_20221207_C46C907D2D,8
matzinger-FALTER_20220323_71021BE719,FALTER_20220209_5CA8DCBD6D,9
matzinger-FALTER_20220323_71021BE719,FALTER_20211222_40076C3AB9,10
matzinger-FALTER_20220323_71021BE719,FALTER_20220316_053C18E18C,11
matzinger-FALTER_20220323_71021BE719,FALTER_20220601_40BFC237A6,12
matzinger-FALTER_20220323_71021BE719,FALTER_20220803_6CB53C4244,13
matzinger-FALTER_20220323_71021BE719,FALTER_20221130_040A811F32,14
matzinger-FALTER_20220323_71021BE719,FALTER_20220119_5B01A8DA71,15
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220518_B804602C3C,1
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220406_CFF3E4B722,2
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220413_EDC7023A23,3
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220302_19351A344E,4
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220420_03E73B0284,5
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220406_38961C830C,6
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220216_154FB2A50F,7
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220309_C7D1CAC2CC,8
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220413_272C337CE3,9
matzinger-FALTER_20220323_9D2681AD74,FALTER_20221012_D6A09D0DB1,10
matzinger-FALTER_20220323_9D2681AD74,FALTER_20221102_92EEC85C8A,11
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220323_A229E0EDC3,12
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220309_54EDF6DE99,13
